Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters,fast_mimic
0,7.5,150,0.00390873898868449,"[1, 1, 0, 0]",False,150,0.25,512,True
1,10.0,302,0.013048361986875534,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
2,10.0,453,0.022692887985613197,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
4,10.0,755,0.04115654298220761,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
8,10.0,1359,0.07556615900830366,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
16,10.0,2567,0.14467083898489363,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
32,10.0,4983,0.29744564899010584,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
64,10.0,9815,0.5763155199820176,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
128,10.0,19479,1.143918774992926,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
256,10.0,38807,2.227720024995506,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
512,10.0,75802,4.30220233,"[0.0, 0.0, 0.0, 1.0]",False,150,0.25,512,True
0,7.5,150,0.003093153005465865,"[1, 1, 0, 0]",False,150,0.5,512,True
1,10.0,302,0.014379066997207701,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
2,10.0,453,0.02455549899605103,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
4,10.0,755,0.0452623629826121,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
8,10.0,1359,0.0854150999803096,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
16,10.0,2567,0.15877101698424667,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
32,10.0,4983,0.2969980299822055,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
64,10.0,9815,0.5844476179918274,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
128,10.0,19479,1.140445759985596,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
256,10.0,38807,2.229905650980072,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
512,10.0,75802,4.270309813000495,"[0.0, 0.0, 0.0, 1.0]",False,150,0.5,512,True
0,7.5,150,0.0033274910238105804,"[1, 1, 0, 0]",False,150,0.75,512,True
1,10.0,302,0.014636348001658916,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
2,10.0,453,0.026299028017092496,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
4,10.0,755,0.045804665016476065,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
8,10.0,1359,0.08498333301395178,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
16,10.0,2567,0.16268076200503856,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
32,10.0,4983,0.3148711590038147,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
64,10.0,9815,0.6015399520110805,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
128,10.0,19479,1.1571147680224385,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
256,10.0,38807,2.2529658999992535,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
512,10.0,75802,4.395623417018214,"[0.0, 0.0, 0.0, 1.0]",False,150,0.75,512,True
0,7.5,200,0.004340209998190403,"[1, 1, 0, 0]",False,200,0.25,512,True
1,10.0,402,0.016161556995939463,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
2,10.0,603,0.028355663002002984,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
4,10.0,1005,0.048556809982983395,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
8,10.0,1809,0.08714588297880255,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
16,10.0,3417,0.16706495499238372,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
32,10.0,6633,0.3181385689822491,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
64,10.0,13065,0.6659512959886342,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
128,10.0,25929,1.2887606799777132,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
256,10.0,51657,2.4421378650004044,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
512,10.0,100902,4.650689004978631,"[0.0, 0.0, 0.0, 1.0]",False,200,0.25,512,True
0,7.5,200,0.006096627999795601,"[1, 1, 0, 0]",False,200,0.5,512,True
1,10.0,402,0.019423481018748134,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
2,10.0,603,0.03319865599041805,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
4,10.0,1005,0.05720630299765617,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
8,10.0,1809,0.09875054500298575,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
16,10.0,3417,0.1752891080104746,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
32,10.0,6633,0.3316574050113559,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
64,10.0,13065,0.6487357869918924,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
128,10.0,25929,1.2562616880168207,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
256,10.0,51657,2.4125825660012197,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
512,10.0,100902,4.4932202140043955,"[1.0, 0.0, 1.0, 0.0]",False,200,0.5,512,True
0,7.5,200,0.003984772018156946,"[1, 1, 0, 0]",False,200,0.75,512,True
1,10.0,402,0.016396037011872977,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
2,10.0,603,0.029229656007373706,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
4,10.0,1005,0.05031197200878523,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
8,10.0,1809,0.08841177899739705,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
16,10.0,3417,0.15973061200929806,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
32,10.0,6633,0.3013236499973573,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
64,10.0,13065,0.5730165599961765,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
128,10.0,25929,1.1184102970000822,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
256,10.0,51657,2.187720400019316,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
512,10.0,100902,4.213460124010453,"[1.0, 0.0, 1.0, 0.0]",False,200,0.75,512,True
0,7.5,250,0.005179175001103431,"[1, 1, 0, 0]",False,250,0.25,512,True
1,10.0,502,0.019275953993201256,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
2,10.0,753,0.03334342100424692,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
4,10.0,1255,0.05718891401193105,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
8,10.0,2259,0.09779967399663292,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
16,10.0,4267,0.17425251798704267,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
32,10.0,8283,0.32433899500756525,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
64,10.0,16315,0.6299709510058165,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
128,10.0,32379,1.257215046993224,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
256,10.0,64507,2.5327324339887127,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
512,10.0,126002,4.950624680001056,"[0.0, 0.0, 0.0, 1.0]",False,250,0.25,512,True
0,7.5,250,0.0051407309947535396,"[1, 1, 0, 0]",False,250,0.5,512,True
1,10.0,502,0.021631510986480862,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
2,10.0,753,0.03839968398096971,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
4,10.0,1255,0.06534572600503452,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
8,10.0,2259,0.11112967398366891,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
16,10.0,4267,0.19719608398736455,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
32,10.0,8283,0.36191756499465555,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
64,10.0,16315,0.6833401469921228,"[0.0, 0.0, 0.0, 1.0]",False,250,0.5,512,True
