restarts,learning_rate,model,y_train_pred,recall_train,y_test_pred,recall_test
5,0.01,"NeuralNetwork(curve=True, hidden_nodes=[125], learning_rate=0.01, max_iters=150,
              random_state=123, restarts=5)","[[1]
 [1]
 [0]
 ...
 [0]
 [1]
 [1]]",0.5462026804608512,"[[0]
 [0]
 [0]
 ...
 [0]
 [1]
 [1]]",0.5712383488681758
