Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,7.5,0,8.944000001065433e-05,"[1, 1, 0, 0]",5,512,0
1,7.5,1,0.0008796220063231885,"[1, 1, 0, 0]",5,512,0
2,7.5,2,0.001586693018907681,"[1, 1, 0, 0]",5,512,0
4,7.5,4,0.0023433710157405585,"[1, 1, 0, 0]",5,512,0
8,7.5,8,0.0031996880134101957,"[1, 1, 0, 0]",5,512,0
16,7.5,16,0.004183103999821469,"[1, 1, 0, 0]",5,512,0
32,7.5,32,0.005503649008460343,"[1, 1, 0, 0]",5,512,0
64,7.5,64,0.007667767000384629,"[1, 1, 0, 0]",5,512,0
128,7.5,128,0.012106427020626143,"[1, 1, 0, 0]",5,512,0
256,7.5,256,0.02419685001950711,"[1, 1, 0, 0]",5,512,0
512,7.5,500,0.0578170950175263,"[1, 1, 0, 0]",5,512,0
0,0.0,500,0.05997448100242764,"[1, 0, 1, 1]",5,512,1
1,0.0,501,0.06151839200174436,"[1, 0, 1, 1]",5,512,1
2,0.0,502,0.06303780199959874,"[1, 0, 1, 1]",5,512,1
4,0.0,504,0.06471935601439327,"[1, 0, 1, 1]",5,512,1
8,10.0,509,0.0667689080000855,"[1, 0, 1, 0]",5,512,1
16,10.0,517,0.06943236402003095,"[1, 0, 1, 0]",5,512,1
32,10.0,533,0.07351193702197634,"[1, 0, 1, 0]",5,512,1
64,10.0,565,0.08071544600534253,"[1, 0, 1, 0]",5,512,1
128,10.0,629,0.09419252400402911,"[1, 0, 1, 0]",5,512,1
256,10.0,757,0.12346806400455534,"[1, 0, 1, 0]",5,512,1
512,10.0,1006,0.1896433370129671,"[1, 0, 1, 0]",5,512,1
0,0.0,1006,0.19214437302434817,"[1, 0, 1, 1]",5,512,2
1,10.0,1008,0.1944569040206261,"[1, 0, 1, 0]",5,512,2
2,10.0,1009,0.1970654780161567,"[1, 0, 1, 0]",5,512,2
4,10.0,1011,0.19984949901117943,"[1, 0, 1, 0]",5,512,2
8,10.0,1015,0.2029954040190205,"[1, 0, 1, 0]",5,512,2
16,10.0,1023,0.20735637701000087,"[1, 0, 1, 0]",5,512,2
32,10.0,1039,0.21442639900487848,"[1, 0, 1, 0]",5,512,2
64,10.0,1071,0.2263615250121802,"[1, 0, 1, 0]",5,512,2
128,10.0,1135,0.24949221999850124,"[1, 0, 1, 0]",5,512,2
256,10.0,1263,0.2957955710007809,"[1, 0, 1, 0]",5,512,2
512,10.0,1508,0.39791529401554726,"[1, 0, 1, 0]",5,512,2
0,5.0,1508,0.4020439030136913,"[0, 1, 0, 0]",5,512,3
1,5.0,1509,0.40589573502074927,"[0, 1, 0, 0]",5,512,3
2,5.0,1510,0.40923267300240695,"[0, 1, 0, 0]",5,512,3
4,5.0,1512,0.4127243980183266,"[0, 1, 0, 0]",5,512,3
8,7.5,1517,0.4186383400228806,"[1, 1, 0, 0]",5,512,3
16,7.5,1525,0.42541106400312856,"[1, 1, 0, 0]",5,512,3
32,7.5,1541,0.4363535410084296,"[1, 1, 0, 0]",5,512,3
64,7.5,1573,0.4531013000232633,"[1, 1, 0, 0]",5,512,3
128,7.5,1637,0.48432592800236307,"[1, 1, 0, 0]",5,512,3
256,7.5,1765,0.5498299550090451,"[1, 1, 0, 0]",5,512,3
512,7.5,2016,0.6874963950249366,"[1, 1, 0, 0]",5,512,3
0,2.5,2016,0.6914027360035107,"[1, 0, 0, 0]",5,512,4
1,2.5,2017,0.6953475160116795,"[1, 0, 0, 0]",5,512,4
2,10.0,2019,0.7000307260022964,"[1, 0, 1, 0]",5,512,4
4,10.0,2021,0.7045997450186405,"[1, 0, 1, 0]",5,512,4
8,10.0,2025,0.7101797200157307,"[1, 0, 1, 0]",5,512,4
16,10.0,2033,0.7187570730166044,"[1, 0, 1, 0]",5,512,4
32,10.0,2049,0.7315421590174083,"[1, 0, 1, 0]",5,512,4
64,10.0,2081,0.7541429410048295,"[1, 0, 1, 0]",5,512,4
128,10.0,2145,0.7941272070165724,"[1, 0, 1, 0]",5,512,4
256,10.0,2273,0.875298761005979,"[1, 0, 1, 0]",5,512,4
512,10.0,2519,1.046938947023591,"[1, 0, 1, 0]",5,512,4
0,0.0,2519,1.051761325012194,"[0, 1, 1, 0]",5,512,5
1,7.5,2521,1.0564980070048478,"[0, 0, 1, 0]",5,512,5
2,10.0,2523,1.061360453022644,"[1, 0, 1, 0]",5,512,5
4,10.0,2525,1.0668490040116012,"[1, 0, 1, 0]",5,512,5
8,10.0,2529,1.0736473530123476,"[1, 0, 1, 0]",5,512,5
16,10.0,2537,1.08326126501197,"[1, 0, 1, 0]",5,512,5
32,10.0,2553,1.0989348020229954,"[1, 0, 1, 0]",5,512,5
64,10.0,2585,1.1259252919990104,"[1, 0, 1, 0]",5,512,5
128,10.0,2649,1.1767804200062528,"[1, 0, 1, 0]",5,512,5
256,10.0,2777,1.2764948950207327,"[1, 0, 1, 0]",5,512,5
512,10.0,3023,1.4749133000150323,"[1, 0, 1, 0]",5,512,5
0,7.5,0,0.00010615299106575549,"[1, 1, 0, 0]",10,512,0
1,7.5,1,0.0054001569806132466,"[1, 1, 0, 0]",10,512,0
2,7.5,2,0.010181680991081521,"[1, 1, 0, 0]",10,512,0
4,7.5,4,0.014867205987684429,"[1, 1, 0, 0]",10,512,0
8,7.5,8,0.020183390995953232,"[1, 1, 0, 0]",10,512,0
16,7.5,16,0.025265250995289534,"[1, 1, 0, 0]",10,512,0
32,7.5,32,0.03064553500735201,"[1, 1, 0, 0]",10,512,0
64,7.5,64,0.037235419993521646,"[1, 1, 0, 0]",10,512,0
128,7.5,128,0.046067967981798574,"[1, 1, 0, 0]",10,512,0
256,7.5,256,0.062034764006966725,"[1, 1, 0, 0]",10,512,0
512,7.5,500,0.09934661199804395,"[1, 1, 0, 0]",10,512,0
0,0.0,500,0.1058462490036618,"[1, 0, 1, 1]",10,512,1
1,0.0,501,0.11144531198078766,"[1, 0, 1, 1]",10,512,1
2,0.0,502,0.11724284500814974,"[1, 0, 1, 1]",10,512,1
4,0.0,504,0.12327381200157106,"[1, 0, 1, 1]",10,512,1
8,10.0,509,0.12952306200168096,"[1, 0, 1, 0]",10,512,1
16,10.0,517,0.13656336700660177,"[1, 0, 1, 0]",10,512,1
32,10.0,533,0.14511174798826687,"[1, 0, 1, 0]",10,512,1
64,10.0,565,0.1564813650038559,"[1, 0, 1, 0]",10,512,1
128,10.0,629,0.17477316400618292,"[1, 0, 1, 0]",10,512,1
256,10.0,757,0.2076957190001849,"[1, 0, 1, 0]",10,512,1
512,10.0,1006,0.2790553009836003,"[1, 0, 1, 0]",10,512,1
0,0.0,1006,0.28579514200100675,"[1, 0, 1, 1]",10,512,2
1,10.0,1008,0.2919633039855398,"[1, 0, 1, 0]",10,512,2
2,10.0,1009,0.2980871229956392,"[1, 0, 1, 0]",10,512,2
4,10.0,1011,0.3058460619940888,"[1, 0, 1, 0]",10,512,2
8,10.0,1015,0.31300712598022074,"[1, 0, 1, 0]",10,512,2
16,10.0,1023,0.32204561299295165,"[1, 0, 1, 0]",10,512,2
32,10.0,1039,0.3329737870080862,"[1, 0, 1, 0]",10,512,2
