schedule,learning_rate,model,y_train_pred,recall_train,y_test_pred,recall_test
50.0,0.05,"NeuralNetwork(algorithm='simulated_annealing', curve=True, hidden_nodes=[125],
              learning_rate=0.05, max_iters=150, random_state=123,
              schedule=ArithDecay(init_temp=50.0, decay=0.75, min_temp=0.001))","[[1]
 [1]
 [0]
 ...
 [0]
 [1]
 [1]]",0.5746531859863626,"[[0]
 [0]
 [0]
 ...
 [0]
 [1]
 [1]]",0.5938748335552596
