Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,7.5,100,0.0025573059974703938,"[1, 1, 0, 0]",100,0.4,512
1,10.0,202,0.008838668989483267,"[0, 0, 0, 1]",100,0.4,512
2,10.0,303,0.01508211498730816,"[0, 0, 0, 1]",100,0.4,512
4,10.0,505,0.026741085981484503,"[0, 0, 0, 1]",100,0.4,512
8,10.0,909,0.04878718199324794,"[0, 0, 0, 1]",100,0.4,512
16,10.0,1717,0.09200255098403431,"[0, 0, 0, 1]",100,0.4,512
32,10.0,3333,0.17746363999322057,"[0, 0, 0, 1]",100,0.4,512
64,10.0,6565,0.347854045976419,"[0, 0, 0, 1]",100,0.4,512
128,10.0,13029,0.6956077179929707,"[0, 0, 0, 1]",100,0.4,512
256,10.0,25957,1.3874756749719381,"[0, 0, 0, 1]",100,0.4,512
512,10.0,50702,2.7294432429771405,"[0, 0, 0, 1]",100,0.4,512
0,7.5,100,0.002004432986723259,"[1, 1, 0, 0]",100,0.5,512
1,10.0,202,0.008606456976849586,"[0, 0, 0, 1]",100,0.5,512
2,10.0,303,0.015343517996370792,"[0, 0, 0, 1]",100,0.5,512
4,10.0,505,0.027122771978611127,"[0, 0, 0, 1]",100,0.5,512
8,10.0,909,0.050599915004568174,"[0, 0, 0, 1]",100,0.5,512
16,10.0,1717,0.09574871099903248,"[0, 0, 0, 1]",100,0.5,512
32,10.0,3333,0.18478077498730272,"[0, 0, 0, 1]",100,0.5,512
64,10.0,6565,0.36175816899049096,"[0, 0, 0, 1]",100,0.5,512
128,10.0,13029,0.7177409709838685,"[0, 0, 0, 1]",100,0.5,512
256,10.0,25957,1.4188184099912178,"[0, 0, 0, 1]",100,0.5,512
512,10.0,50702,2.785453641990898,"[0, 0, 0, 1]",100,0.5,512
0,7.5,100,0.0019845570204779506,"[1, 1, 0, 0]",100,0.6,512
1,10.0,202,0.009451774996705353,"[0, 0, 0, 1]",100,0.6,512
2,10.0,303,0.017220053996425122,"[0, 0, 0, 1]",100,0.6,512
4,10.0,505,0.029831031017238274,"[0, 0, 0, 1]",100,0.6,512
8,10.0,909,0.054277415008982643,"[0, 0, 0, 1]",100,0.6,512
16,10.0,1717,0.0994321450125426,"[0, 0, 0, 1]",100,0.6,512
32,10.0,3333,0.1880336299946066,"[0, 0, 0, 1]",100,0.6,512
64,10.0,6565,0.36526541502098553,"[0, 0, 0, 1]",100,0.6,512
128,10.0,13029,0.7177848120045383,"[0, 0, 0, 1]",100,0.6,512
256,10.0,25957,1.4290413600101601,"[0, 0, 0, 1]",100,0.6,512
512,10.0,50702,2.8134346450096928,"[0, 0, 0, 1]",100,0.6,512
0,7.5,150,0.003284841019194573,"[1, 1, 0, 0]",150,0.4,512
1,10.0,302,0.013811814016662538,"[0, 0, 0, 1]",150,0.4,512
2,10.0,453,0.024741589004406705,"[0, 0, 0, 1]",150,0.4,512
4,10.0,755,0.04395481201936491,"[0, 0, 0, 1]",150,0.4,512
8,10.0,1359,0.07938599699991755,"[0, 0, 0, 1]",150,0.4,512
16,10.0,2567,0.14714057600940578,"[0, 0, 0, 1]",150,0.4,512
32,10.0,4983,0.28099074302008376,"[0, 0, 0, 1]",150,0.4,512
64,10.0,9815,0.5427365000068676,"[0, 0, 0, 1]",150,0.4,512
128,10.0,19479,1.0579991900012828,"[0, 0, 0, 1]",150,0.4,512
256,10.0,38807,2.102928469015751,"[0, 0, 0, 1]",150,0.4,512
512,10.0,75802,4.135710963018937,"[0, 0, 0, 1]",150,0.4,512
0,7.5,150,0.0030202569905668497,"[1, 1, 0, 0]",150,0.5,512
1,10.0,302,0.0152729990077205,"[0, 0, 0, 1]",150,0.5,512
2,10.0,453,0.026966751989675686,"[0, 0, 0, 1]",150,0.5,512
4,10.0,755,0.04777856500004418,"[0, 0, 0, 1]",150,0.5,512
8,10.0,1359,0.08489674600423314,"[0, 0, 0, 1]",150,0.5,512
16,10.0,2567,0.1555166429898236,"[0, 0, 0, 1]",150,0.5,512
32,10.0,4983,0.29170019598677754,"[0, 0, 0, 1]",150,0.5,512
64,10.0,9815,0.5620634059887379,"[0, 0, 0, 1]",150,0.5,512
128,10.0,19479,1.0960168899910059,"[0, 0, 0, 1]",150,0.5,512
256,10.0,38807,2.1523276930092834,"[0, 0, 0, 1]",150,0.5,512
512,10.0,75802,4.221477621002123,"[0, 0, 0, 1]",150,0.5,512
0,7.5,150,0.0030353910115081817,"[1, 1, 0, 0]",150,0.6,512
1,10.0,302,0.01561219699215144,"[0, 0, 0, 1]",150,0.6,512
2,10.0,453,0.027619127999059856,"[0, 0, 0, 1]",150,0.6,512
4,10.0,755,0.048056161002023146,"[0, 0, 0, 1]",150,0.6,512
8,10.0,1359,0.0852494320133701,"[0, 0, 0, 1]",150,0.6,512
16,10.0,2567,0.15490692300954834,"[0, 0, 0, 1]",150,0.6,512
32,10.0,4983,0.2906478960067034,"[0, 0, 0, 1]",150,0.6,512
64,10.0,9815,0.558371825987706,"[0, 0, 0, 1]",150,0.6,512
128,10.0,19479,1.0905526939895935,"[0, 0, 0, 1]",150,0.6,512
256,10.0,38807,2.161760573013453,"[0, 0, 0, 1]",150,0.6,512
512,10.0,75802,4.246648855012609,"[0, 0, 0, 1]",150,0.6,512
0,7.5,200,0.004218426998704672,"[1, 1, 0, 0]",200,0.4,512
1,10.0,402,0.019878842984326184,"[0, 0, 0, 1]",200,0.4,512
2,10.0,603,0.03516291698906571,"[0, 0, 0, 1]",200,0.4,512
4,10.0,1005,0.061374023993266746,"[0, 0, 0, 1]",200,0.4,512
8,10.0,1809,0.10902847698889673,"[0, 0, 0, 1]",200,0.4,512
16,10.0,3417,0.19850544398650527,"[0, 0, 0, 1]",200,0.4,512
32,10.0,6633,0.37394184098229744,"[0, 0, 0, 1]",200,0.4,512
64,10.0,13065,0.7274404380004853,"[0, 0, 0, 1]",200,0.4,512
128,10.0,25929,1.423159077996388,"[0, 0, 0, 1]",200,0.4,512
256,10.0,51657,2.820120560005307,"[0, 0, 0, 1]",200,0.4,512
512,10.0,100902,5.496827844006475,"[0, 0, 0, 1]",200,0.4,512
0,7.5,200,0.00392054597614333,"[1, 1, 0, 0]",200,0.5,512
1,10.0,402,0.019941578997531906,"[1, 0, 1, 0]",200,0.5,512
2,10.0,603,0.03586232999805361,"[1, 0, 1, 0]",200,0.5,512
4,10.0,1005,0.06348620299831964,"[1, 0, 1, 0]",200,0.5,512
8,10.0,1809,0.11319293998531066,"[1, 0, 1, 0]",200,0.5,512
16,10.0,3417,0.20657105999998748,"[1, 0, 1, 0]",200,0.5,512
32,10.0,6633,0.3886886889813468,"[1, 0, 1, 0]",200,0.5,512
64,10.0,13065,0.7475020779820625,"[1, 0, 1, 0]",200,0.5,512
128,10.0,25929,1.4479389269836247,"[1, 0, 1, 0]",200,0.5,512
256,10.0,51657,2.874675508996006,"[1, 0, 1, 0]",200,0.5,512
512,10.0,100902,5.588110582990339,"[1, 0, 1, 0]",200,0.5,512
0,7.5,200,0.004002519999630749,"[1, 1, 0, 0]",200,0.6,512
1,10.0,402,0.02143715400598012,"[1, 0, 1, 0]",200,0.6,512
2,10.0,603,0.03840034001041204,"[1, 0, 1, 0]",200,0.6,512
4,10.0,1005,0.06598346700775437,"[1, 0, 1, 0]",200,0.6,512
8,10.0,1809,0.11646025598747656,"[1, 0, 1, 0]",200,0.6,512
16,10.0,3417,0.21226181701058522,"[1, 0, 1, 0]",200,0.6,512
32,10.0,6633,0.40542449298663996,"[1, 0, 1, 0]",200,0.6,512
64,10.0,13065,0.8035113060032018,"[1, 0, 1, 0]",200,0.6,512
128,10.0,25929,1.5750396660005208,"[1, 0, 1, 0]",200,0.6,512
256,10.0,51657,3.1117052249901462,"[1, 0, 1, 0]",200,0.6,512
512,10.0,100902,6.053914919990348,"[1, 0, 1, 0]",200,0.6,512
