Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,7.5,100,0.0021698639902751893,"[1, 1, 0, 0]",100,0.4,512
1,10.0,202,0.00817496798117645,"[0, 0, 0, 1]",100,0.4,512
2,10.0,303,0.014155598997604102,"[0, 0, 0, 1]",100,0.4,512
4,10.0,505,0.0252785149787087,"[0, 0, 0, 1]",100,0.4,512
8,10.0,909,0.04758860598667525,"[0, 0, 0, 1]",100,0.4,512
16,10.0,1717,0.09249399797408842,"[0, 0, 0, 1]",100,0.4,512
32,10.0,3333,0.18081820697989315,"[0, 0, 0, 1]",100,0.4,512
64,10.0,6565,0.3557459969888441,"[0, 0, 0, 1]",100,0.4,512
128,10.0,13029,0.7002641019935254,"[0, 0, 0, 1]",100,0.4,512
256,10.0,25957,1.3905451569880825,"[0, 0, 0, 1]",100,0.4,512
512,10.0,50702,2.7311953179887496,"[0, 0, 0, 1]",100,0.4,512
0,7.5,100,0.001995220984099433,"[1, 1, 0, 0]",100,0.5,512
1,10.0,202,0.0085304009844549,"[0, 0, 0, 1]",100,0.5,512
2,10.0,303,0.015293098986148834,"[0, 0, 0, 1]",100,0.5,512
4,10.0,505,0.027419340010965243,"[0, 0, 0, 1]",100,0.5,512
8,10.0,909,0.0502817019878421,"[0, 0, 0, 1]",100,0.5,512
16,10.0,1717,0.09452305399463512,"[0, 0, 0, 1]",100,0.5,512
32,10.0,3333,0.18170525200548582,"[0, 0, 0, 1]",100,0.5,512
64,10.0,6565,0.35749172599753365,"[0, 0, 0, 1]",100,0.5,512
128,10.0,13029,0.7049137919966597,"[0, 0, 0, 1]",100,0.5,512
256,10.0,25957,1.412904263008386,"[0, 0, 0, 1]",100,0.5,512
512,10.0,50702,2.793345871003112,"[0, 0, 0, 1]",100,0.5,512
0,7.5,100,0.002227137010777369,"[1, 1, 0, 0]",100,0.6,512
1,10.0,202,0.009874723997199908,"[0, 0, 0, 1]",100,0.6,512
2,10.0,303,0.017154461005702615,"[0, 0, 0, 1]",100,0.6,512
4,10.0,505,0.03037830098764971,"[0, 0, 0, 1]",100,0.6,512
8,10.0,909,0.05558542598737404,"[0, 0, 0, 1]",100,0.6,512
16,10.0,1717,0.10195616699638776,"[0, 0, 0, 1]",100,0.6,512
32,10.0,3333,0.1938896079955157,"[0, 0, 0, 1]",100,0.6,512
64,10.0,6565,0.3736599530093372,"[0, 0, 0, 1]",100,0.6,512
128,10.0,13029,0.730208824010333,"[0, 0, 0, 1]",100,0.6,512
256,10.0,25957,1.4470498290029354,"[0, 0, 0, 1]",100,0.6,512
512,10.0,50702,2.8357954130042344,"[0, 0, 0, 1]",100,0.6,512
0,7.5,150,0.002974581002490595,"[1, 1, 0, 0]",150,0.4,512
1,10.0,302,0.013662863988429308,"[0, 0, 0, 1]",150,0.4,512
2,10.0,453,0.024778581981081516,"[0, 0, 0, 1]",150,0.4,512
4,10.0,755,0.044227459002286196,"[0, 0, 0, 1]",150,0.4,512
8,10.0,1359,0.07887098399805836,"[0, 0, 0, 1]",150,0.4,512
16,10.0,2567,0.14677107098395936,"[0, 0, 0, 1]",150,0.4,512
32,10.0,4983,0.2833670190011617,"[0, 0, 0, 1]",150,0.4,512
64,10.0,9815,0.5499558970041107,"[0, 0, 0, 1]",150,0.4,512
128,10.0,19479,1.0682639360020403,"[0, 0, 0, 1]",150,0.4,512
256,10.0,38807,2.104286724003032,"[0, 0, 0, 1]",150,0.4,512
512,10.0,75802,4.102529789990513,"[0, 0, 0, 1]",150,0.4,512
0,7.5,150,0.0029846409743186086,"[1, 1, 0, 0]",150,0.5,512
1,10.0,302,0.014802199992118403,"[0, 0, 0, 1]",150,0.5,512
2,10.0,453,0.02688028197735548,"[0, 0, 0, 1]",150,0.5,512
4,10.0,755,0.04651041000033729,"[0, 0, 0, 1]",150,0.5,512
8,10.0,1359,0.08276496297912672,"[0, 0, 0, 1]",150,0.5,512
16,10.0,2567,0.15235564499744214,"[0, 0, 0, 1]",150,0.5,512
32,10.0,4983,0.287182727974141,"[0, 0, 0, 1]",150,0.5,512
64,10.0,9815,0.558267510990845,"[0, 0, 0, 1]",150,0.5,512
128,10.0,19479,1.0887023309769575,"[0, 0, 0, 1]",150,0.5,512
256,10.0,38807,2.124930449994281,"[0, 0, 0, 1]",150,0.5,512
512,10.0,75802,4.226314190978883,"[0, 0, 0, 1]",150,0.5,512
0,7.5,150,0.0029768449894618243,"[1, 1, 0, 0]",150,0.6,512
1,10.0,302,0.014952953992178664,"[0, 0, 0, 1]",150,0.6,512
2,10.0,453,0.027080236992333084,"[0, 0, 0, 1]",150,0.6,512
4,10.0,755,0.047338556993054226,"[0, 0, 0, 1]",150,0.6,512
8,10.0,1359,0.08369843597756699,"[0, 0, 0, 1]",150,0.6,512
16,10.0,2567,0.15226028798497282,"[0, 0, 0, 1]",150,0.6,512
32,10.0,4983,0.286349372996483,"[0, 0, 0, 1]",150,0.6,512
64,10.0,9815,0.5537839479802642,"[0, 0, 0, 1]",150,0.6,512
128,10.0,19479,1.0813388219976332,"[0, 0, 0, 1]",150,0.6,512
256,10.0,38807,2.137884605996078,"[0, 0, 0, 1]",150,0.6,512
512,10.0,75802,4.175512291985797,"[0, 0, 0, 1]",150,0.6,512
0,7.5,200,0.0038961039972491562,"[1, 1, 0, 0]",200,0.4,512
1,10.0,402,0.019013115001143888,"[0, 0, 0, 1]",200,0.4,512
2,10.0,603,0.03445984300924465,"[0, 0, 0, 1]",200,0.4,512
4,10.0,1005,0.06149843300227076,"[0, 0, 0, 1]",200,0.4,512
8,10.0,1809,0.11021424899809062,"[0, 0, 0, 1]",200,0.4,512
16,10.0,3417,0.2000425030128099,"[0, 0, 0, 1]",200,0.4,512
32,10.0,6633,0.37470152298919857,"[0, 0, 0, 1]",200,0.4,512
64,10.0,13065,0.7230906230106484,"[0, 0, 0, 1]",200,0.4,512
