restarts,learning_rate,model,y_train_pred,recall_train,y_test_pred,recall_test
10,0.05,"NeuralNetwork(curve=True, hidden_nodes=[125], learning_rate=0.05, max_iters=150,
              random_state=123, restarts=10)","[[1]
 [1]
 [0]
 ...
 [0]
 [1]
 [1]]",0.5671290853515166,"[[0]
 [0]
 [0]
 ...
 [0]
 [1]
 [1]]",0.59254327563249
