Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0.0,0,9.42879996728152e-05,"[0, 1, 1, 0]",geometric,1,0.99,0.001,0.9999990523743854,1,512
1,5.0,2,0.0010306639887858182,"[0, 1, 0, 0]",geometric,1,0.99,0.001,0.9999896415344098,1,512
2,5.0,3,0.0018842739809770137,"[0, 1, 0, 0]",geometric,1,0.99,0.001,0.9999810625929662,1,512
4,7.5,6,0.0027844400028698146,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999720158343713,1,512
8,7.5,10,0.0037616649933625013,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.999962194718086,1,512
16,7.5,18,0.004935306002153084,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999503997472717,1,512
32,7.5,34,0.006600249995244667,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999336674709303,1,512
64,7.5,68,0.009226819995092228,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999072716597278,1,512
128,7.5,132,0.01426643700688146,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9998566277954251,1,512
256,7.5,260,0.026793056982569396,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9997307570311786,1,512
512,7.5,516,0.06318805899354629,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.999365140393877,1,512
0,0.0,0,0.00010430999100208282,"[0, 1, 1, 0]",geometric,10,0.99,0.001,9.99998951650107,10,512
1,5.0,2,0.001603765005711466,"[0, 1, 0, 0]",geometric,10,0.99,0.001,9.999838817529628,10,512
2,0.0,4,0.003266696003265679,"[0, 1, 0, 1]",geometric,10,0.99,0.001,9.999671691469802,10,512
4,0.0,8,0.004731958993943408,"[1, 0, 0, 1]",geometric,10,0.99,0.001,9.99952443353719,10,512
8,5.0,15,0.006238425994524732,"[0, 1, 0, 0]",geometric,10,0.99,0.001,9.999373036890537,10,512
16,0.0,30,0.008062286011409014,"[0, 0, 1, 1]",geometric,10,0.99,0.001,9.999189746005733,10,512
32,10.0,60,0.010358853003708646,"[1, 0, 1, 0]",geometric,10,0.99,0.001,9.998958954675087,10,512
64,0.0,116,0.013615341013064608,"[1, 1, 1, 1]",geometric,10,0.99,0.001,9.998631706120534,10,512
128,2.5,219,0.01952387299388647,"[1, 0, 0, 0]",geometric,10,0.99,0.001,9.99803797769426,10,512
256,10.0,351,0.032471918006194755,"[0, 0, 0, 1]",geometric,10,0.99,0.001,9.996736995658006,10,512
512,10.0,607,0.06996359399636276,"[0, 0, 0, 1]",geometric,10,0.99,0.001,9.992970895402022,10,512
0,0.0,0,8.023998816497624e-05,"[0, 1, 1, 0]",geometric,50,0.99,0.001,49.99995967807476,50,512
1,5.0,2,0.0019556430052034557,"[0, 1, 0, 0]",geometric,50,0.99,0.001,49.99901726620719,50,512
2,0.0,4,0.0039197060104925185,"[0, 1, 0, 1]",geometric,50,0.99,0.001,49.998030320704764,50,512
4,0.0,8,0.005818889010697603,"[1, 0, 0, 1]",geometric,50,0.99,0.001,49.99707599605874,50,512
8,0.0,16,0.007924305013148114,"[0, 1, 1, 0]",geometric,50,0.99,0.001,49.996018062227314,50,512
16,0.0,32,0.010275962995365262,"[0, 1, 0, 1]",geometric,50,0.99,0.001,49.99483642267759,50,512
32,0.0,64,0.013100879994453862,"[0, 0, 0, 0]",geometric,50,0.99,0.001,49.993417021198105,50,512
64,0.0,125,0.016888745012693107,"[1, 0, 1, 1]",geometric,50,0.99,0.001,49.99151384225414,50,512
128,5.0,247,0.023436755989678204,"[0, 1, 0, 0]",geometric,50,0.99,0.001,49.988224023503356,50,512
256,0.0,446,0.03788315400015563,"[1, 0, 0, 1]",geometric,50,0.99,0.001,49.980966702539156,50,512
512,10.0,722,0.07539502400322817,"[1, 0, 1, 0]",geometric,50,0.99,0.001,49.96212708517823,50,512
0,0.0,0,0.00010315599502064288,"[0, 1, 1, 0]",geometric,100,0.99,0.001,99.99989632481422,100,512
1,5.0,2,0.002400124998530373,"[0, 1, 0, 0]",geometric,100,0.99,0.001,99.99758782286091,100,512
2,0.0,4,0.004786375997355208,"[0, 1, 0, 1]",geometric,100,0.99,0.001,99.99518964707174,100,512
4,0.0,8,0.007123957999283448,"[1, 0, 0, 1]",geometric,100,0.99,0.001,99.99284043925888,100,512
8,0.0,16,0.009573590999934822,"[0, 1, 1, 0]",geometric,100,0.99,0.001,99.99037868239111,100,512
16,0.0,32,0.012210780987516046,"[0, 1, 0, 1]",geometric,100,0.99,0.001,99.98772850801338,100,512
32,0.0,64,0.015618912992067635,"[0, 0, 0, 0]",geometric,100,0.99,0.001,99.98430369987442,100,512
64,0.0,125,0.02001610500155948,"[1, 1, 0, 1]",geometric,100,0.99,0.001,99.9798851655297,100,512
128,10.0,250,0.027002816990716383,"[1, 0, 1, 0]",geometric,100,0.99,0.001,99.97286494424765,100,512
256,5.0,483,0.04216599100618623,"[0, 1, 0, 0]",geometric,100,0.99,0.001,99.95763074118578,100,512
512,10.0,814,0.08359450299758464,"[1, 0, 1, 0]",geometric,100,0.99,0.001,99.916019999894,100,512
0,0.0,0,9.815700468607247e-05,"[0, 1, 1, 0]",geometric,200,0.99,0.001,199.99980269792462,200,512
1,5.0,2,0.0030103510071057826,"[0, 1, 0, 0]",geometric,200,0.99,0.001,199.99394908380415,200,512
2,0.0,4,0.005806399014545605,"[0, 1, 0, 1]",geometric,200,0.99,0.001,199.98832908849957,200,512
4,0.0,8,0.008996440010378137,"[1, 0, 0, 1]",geometric,200,0.99,0.001,199.98191736878513,200,512
8,0.0,16,0.014200767007423565,"[0, 1, 1, 0]",geometric,200,0.99,0.001,199.97145754131327,200,512
16,0.0,32,0.01754953301860951,"[0, 1, 0, 1]",geometric,200,0.99,0.001,199.96472737057988,200,512
32,0.0,64,0.021266827010549605,"[0, 0, 0, 0]",geometric,200,0.99,0.001,199.95725681730116,200,512
64,0.0,127,0.02651817799778655,"[1, 1, 1, 0]",geometric,200,0.99,0.001,199.94670378345842,200,512
128,0.0,253,0.03463818502495997,"[0, 1, 1, 1]",geometric,200,0.99,0.001,199.9303870391514,200,512
256,0.0,502,0.05122329501318745,"[0, 1, 0, 1]",geometric,200,0.99,0.001,199.89706423484083,200,512
512,7.5,884,0.09214921301463619,"[1, 1, 0, 0]",geometric,200,0.99,0.001,199.81485963741852,200,512
0,0.0,0,9.104100172407925e-05,"[0, 1, 1, 0]",geometric,250,0.99,0.001,249.99977125194368,250,512
1,5.0,2,0.0033865740115288645,"[0, 1, 0, 0]",geometric,250,0.99,0.001,249.9914910932541,250,512
2,0.0,4,0.0067521450109779835,"[0, 1, 0, 1]",geometric,250,0.99,0.001,249.98303524435894,250,512
4,0.0,8,0.01026796002406627,"[1, 0, 0, 1]",geometric,250,0.99,0.001,249.9742022194495,250,512
8,0.0,16,0.014370472024893388,"[0, 1, 1, 0]",geometric,250,0.99,0.001,249.963895589752,250,512
16,0.0,32,0.018419034022372216,"[0, 1, 0, 1]",geometric,250,0.99,0.001,249.9537249137903,250,512
32,0.0,64,0.022710328019456938,"[0, 0, 0, 0]",geometric,250,0.99,0.001,249.94294490557365,250,512
64,0.0,127,0.028026354004396126,"[1, 1, 1, 0]",geometric,250,0.99,0.001,249.9295913489949,250,512
128,0.0,254,0.03667967801447958,"[0, 1, 1, 0]",geometric,250,0.99,0.001,249.90785621436717,250,512
256,0.0,501,0.05294234000029974,"[1, 1, 0, 1]",geometric,250,0.99,0.001,249.8670133090003,250,512
