Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,7.5,0,9.665900142863393e-05,"[1, 1, 0, 0]",5,512,0
1,7.5,1,0.0009557099838275462,"[1, 1, 0, 0]",5,512,0
2,7.5,2,0.0017852550081443042,"[1, 1, 0, 0]",5,512,0
4,7.5,4,0.0025910729891620576,"[1, 1, 0, 0]",5,512,0
8,7.5,8,0.003645129007054493,"[1, 1, 0, 0]",5,512,0
16,7.5,16,0.004776761983521283,"[1, 1, 0, 0]",5,512,0
32,7.5,32,0.006141613994259387,"[1, 1, 0, 0]",5,512,0
64,7.5,64,0.008184659003745764,"[1, 1, 0, 0]",5,512,0
128,7.5,128,0.012488841981394216,"[1, 1, 0, 0]",5,512,0
256,7.5,256,0.023619041981874034,"[1, 1, 0, 0]",5,512,0
512,7.5,500,0.05529726800159551,"[1, 1, 0, 0]",5,512,0
0,0.0,500,0.05715346898068674,"[1, 0, 1, 1]",5,512,1
1,0.0,501,0.05862500498187728,"[1, 0, 1, 1]",5,512,1
2,0.0,502,0.060089816979598254,"[1, 0, 1, 1]",5,512,1
4,0.0,504,0.061725042993202806,"[1, 0, 1, 1]",5,512,1
8,10.0,509,0.06382229598239064,"[1, 0, 1, 0]",5,512,1
16,10.0,517,0.0665231790044345,"[1, 0, 1, 0]",5,512,1
32,10.0,533,0.07060903898673132,"[1, 0, 1, 0]",5,512,1
64,10.0,565,0.07749687499017455,"[1, 0, 1, 0]",5,512,1
128,10.0,629,0.09061309098615311,"[1, 0, 1, 0]",5,512,1
256,10.0,757,0.11850082699675113,"[1, 0, 1, 0]",5,512,1
512,10.0,1006,0.18390460198861547,"[1, 0, 1, 0]",5,512,1
0,0.0,1006,0.1864104580017738,"[1, 0, 1, 1]",5,512,2
1,10.0,1008,0.18864134699106216,"[1, 0, 1, 0]",5,512,2
2,10.0,1009,0.19088259298587218,"[1, 0, 1, 0]",5,512,2
4,10.0,1011,0.19340105997980572,"[1, 0, 1, 0]",5,512,2
8,10.0,1015,0.19656788400607184,"[1, 0, 1, 0]",5,512,2
16,10.0,1023,0.20106308898539282,"[1, 0, 1, 0]",5,512,2
32,10.0,1039,0.20814914398943074,"[1, 0, 1, 0]",5,512,2
64,10.0,1071,0.22095627800445072,"[1, 0, 1, 0]",5,512,2
128,10.0,1135,0.24494492300436832,"[1, 0, 1, 0]",5,512,2
256,10.0,1263,0.29213394300313666,"[1, 0, 1, 0]",5,512,2
512,10.0,1508,0.39111469499766827,"[1, 0, 1, 0]",5,512,2
0,5.0,1508,0.39429200199083425,"[0, 1, 0, 0]",5,512,3
1,5.0,1509,0.397438540996518,"[0, 1, 0, 0]",5,512,3
2,5.0,1510,0.40083138199406676,"[0, 1, 0, 0]",5,512,3
4,5.0,1512,0.4046876489883289,"[0, 1, 0, 0]",5,512,3
8,7.5,1517,0.4089646099891979,"[1, 1, 0, 0]",5,512,3
16,7.5,1525,0.4150185269827489,"[1, 1, 0, 0]",5,512,3
32,7.5,1541,0.42457786499289796,"[1, 1, 0, 0]",5,512,3
64,7.5,1573,0.4412599979841616,"[1, 1, 0, 0]",5,512,3
128,7.5,1637,0.4728766219923273,"[1, 1, 0, 0]",5,512,3
256,7.5,1765,0.5355150779942051,"[1, 1, 0, 0]",5,512,3
512,7.5,2016,0.6708838019985706,"[1, 1, 0, 0]",5,512,3
0,2.5,2016,0.6749314339831471,"[1, 0, 0, 0]",5,512,4
1,2.5,2017,0.6788608240021858,"[1, 0, 0, 0]",5,512,4
2,10.0,2019,0.6828510119812563,"[1, 0, 1, 0]",5,512,4
4,10.0,2021,0.6873808119853493,"[1, 0, 1, 0]",5,512,4
8,10.0,2025,0.6929963779984973,"[1, 0, 1, 0]",5,512,4
16,10.0,2033,0.7010300350084435,"[1, 0, 1, 0]",5,512,4
32,10.0,2049,0.7139702739950735,"[1, 0, 1, 0]",5,512,4
64,10.0,2081,0.7362647700065281,"[1, 0, 1, 0]",5,512,4
128,10.0,2145,0.7772979349829257,"[1, 0, 1, 0]",5,512,4
256,10.0,2273,0.857386771007441,"[1, 0, 1, 0]",5,512,4
512,10.0,2519,1.0204871419991832,"[1, 0, 1, 0]",5,512,4
0,0.0,2519,1.024927091988502,"[0, 1, 1, 0]",5,512,5
1,7.5,2521,1.029460300982464,"[0, 0, 1, 0]",5,512,5
2,10.0,2523,1.0343594579899218,"[1, 0, 1, 0]",5,512,5
4,10.0,2525,1.0399563490063883,"[1, 0, 1, 0]",5,512,5
8,10.0,2529,1.0465071320068091,"[1, 0, 1, 0]",5,512,5
16,10.0,2537,1.056461494998075,"[1, 0, 1, 0]",5,512,5
32,10.0,2553,1.071629165991908,"[1, 0, 1, 0]",5,512,5
64,10.0,2585,1.0973544709850103,"[1, 0, 1, 0]",5,512,5
128,10.0,2649,1.1465638509835117,"[1, 0, 1, 0]",5,512,5
256,10.0,2777,1.2449510940059554,"[1, 0, 1, 0]",5,512,5
512,10.0,3023,1.4435526620072778,"[1, 0, 1, 0]",5,512,5
0,7.5,0,9.888299973681569e-05,"[1, 1, 0, 0]",10,512,0
1,7.5,1,0.005149484000867233,"[1, 1, 0, 0]",10,512,0
2,7.5,2,0.00989993300754577,"[1, 1, 0, 0]",10,512,0
4,7.5,4,0.01476211499539204,"[1, 1, 0, 0]",10,512,0
8,7.5,8,0.019725000980542973,"[1, 1, 0, 0]",10,512,0
16,7.5,16,0.024983462993986905,"[1, 1, 0, 0]",10,512,0
32,7.5,32,0.030307143984828144,"[1, 1, 0, 0]",10,512,0
