Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,2.0,0,7.412501145154238e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,1,0.99,0.001,0.9999992550190173,1,512
1,2.0,2,0.0010352859972044826,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,1,0.99,0.001,0.9999895950821552,1,512
2,2.0,4,0.0018914960091933608,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,1,0.99,0.001,0.9999809900105342,1,512
4,2.0,8,0.0027778609946835786,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",geometric,1,0.99,0.001,0.999972081953765,1,512
8,2.0,14,0.0037315890076570213,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9999624969804616,1,512
16,2.0,30,0.004830835008760914,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9999514496643148,1,512
32,3.0,61,0.006408186018234119,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9999355976522253,1,512
64,4.0,120,0.008809824008494616,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",geometric,1,0.99,0.001,0.9999114622296041,1,512
128,19.0,207,0.013416322995908558,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",geometric,1,0.99,0.001,0.9998651705382811,1,512
256,46.0,341,0.024241095001343638,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",geometric,1,0.99,0.001,0.9997563985294375,1,512
512,46.0,597,0.05743865799740888,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",geometric,1,0.99,0.001,0.9994228887889247,1,512
0,2.0,0,6.674200994893909e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,10,0.99,0.001,9.999993292206094,10,512
1,2.0,2,0.0014432970201596618,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,10,0.99,0.001,9.999854944854171,10,512
2,2.0,4,0.0028108800179325044,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,10,0.99,0.001,9.999717501108115,10,512
4,2.0,8,0.004222684015985578,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",geometric,10,0.99,0.001,9.999575615079744,10,512
8,2.0,16,0.0056422060006298125,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",geometric,10,0.99,0.001,9.999432955424975,10,512
16,2.0,32,0.007257702003698796,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.999270603175662,10,512
32,0.0,64,0.009080023999558762,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",geometric,10,0.99,0.001,9.999087468730664,10,512
64,1.0,127,0.011599605000810698,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",geometric,10,0.99,0.001,9.998834268691494,10,512
128,2.0,253,0.016308790014591068,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",geometric,10,0.99,0.001,9.998361046153054,10,512
256,31.0,488,0.027592956001171842,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",geometric,10,0.99,0.001,9.997227199742113,10,512
512,46.0,755,0.06064746901392937,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",geometric,10,0.99,0.001,9.99390658291854,10,512
0,2.0,0,6.592902354896069e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,50,0.99,0.001,49.99996686956952,50,512
1,2.0,2,0.0022182720131240785,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,50,0.99,0.001,49.99888529348858,50,512
2,2.0,4,0.004446542006917298,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,50,0.99,0.001,49.99776558789965,50,512
4,2.0,8,0.006471364002209157,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",geometric,50,0.99,0.001,49.99674813666811,50,512
8,2.0,16,0.008418873010668904,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",geometric,50,0.99,0.001,49.995769553913576,50,512
16,2.0,32,0.01046134700300172,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",geometric,50,0.99,0.001,49.99474327380806,50,512
32,0.0,64,0.012789085012627766,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",geometric,50,0.99,0.001,49.99357368302909,50,512
64,0.0,128,0.015863810025621206,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",geometric,50,0.99,0.001,49.992028804533426,50,512
128,4.0,256,0.021384090010542423,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",geometric,50,0.99,0.001,49.98925529032691,50,512
256,1.0,509,0.03374484402593225,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",geometric,50,0.99,0.001,49.98304552440318,50,512
512,43.0,939,0.0683619070041459,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]",geometric,50,0.99,0.001,49.96565879233924,50,512
0,2.0,0,7.644802099093795e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,100,0.99,0.001,99.99992316720089,100,512
1,2.0,2,0.0025087429967243224,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",geometric,100,0.99,0.001,99.99747866081758,100,512
