Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
4,0.0,8,0.008537246991181746,"[0, 1, 0, 1]",geometric,200,0.99,0.001,199.98284029627555,200,512
8,0.0,16,0.011737179011106491,"[1, 1, 1, 1]",geometric,200,0.99,0.001,199.9764088732557,200,512
16,0.0,32,0.015142388991080225,"[0, 0, 1, 1]",geometric,200,0.99,0.001,199.96956509694633,200,512
32,0.0,64,0.018929320998722687,"[0, 0, 0, 0]",geometric,200,0.99,0.001,199.96195441242264,200,512
64,10.0,128,0.023611729993717745,"[1, 0, 1, 0]",geometric,200,0.99,0.001,199.95254446765583,200,512
128,0.0,255,0.03141000200412236,"[1, 1, 1, 0]",geometric,200,0.99,0.001,199.93687375054506,200,512
256,0.0,503,0.04733662199578248,"[1, 1, 1, 0]",geometric,200,0.99,0.001,199.90487284027182,200,512
512,10.0,871,0.08741504099452868,"[0, 0, 0, 1]",geometric,200,0.99,0.001,199.8243670583745,200,512
0,7.5,0,8.774097659625113e-05,"[1, 1, 0, 0]",geometric,250,0.99,0.001,249.99977954352647,250,512
1,0.0,2,0.0036557199782691896,"[1, 1, 0, 1]",geometric,250,0.99,0.001,249.99081486534556,250,512
2,0.0,4,0.007349998981226236,"[1, 0, 0, 1]",geometric,250,0.99,0.001,249.9815331925085,250,512
4,0.0,8,0.01082321599824354,"[0, 1, 0, 1]",geometric,250,0.99,0.001,249.97280724005032,250,512
8,0.0,16,0.014452304982114583,"[1, 1, 1, 1]",geometric,250,0.99,0.001,249.96369000735461,250,512
16,0.0,32,0.018081993999658152,"[0, 0, 1, 1]",geometric,250,0.99,0.001,249.9545715998298,250,512
32,0.0,64,0.022384052979759872,"[0, 0, 0, 0]",geometric,250,0.99,0.001,249.94376451325627,250,512
64,10.0,128,0.027766336977947503,"[1, 0, 1, 0]",geometric,250,0.99,0.001,249.93024448046316,250,512
128,10.0,256,0.035894433996872976,"[1, 0, 1, 0]",geometric,250,0.99,0.001,249.90982848648005,250,512
256,7.5,504,0.0522692009981256,"[1, 1, 0, 0]",geometric,250,0.99,0.001,249.86870373328907,250,512
512,10.0,906,0.0936713409901131,"[1, 0, 1, 0]",geometric,250,0.99,0.001,249.76475364198058,250,512
