Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0.0,0,8.878501830622554e-05,"[0, 0, 1, 1]",5,512,0
1,0.0,1,0.00089945801300928,"[0, 0, 1, 1]",5,512,0
2,0.0,2,0.0016186800203286111,"[0, 0, 1, 1]",5,512,0
4,0.0,4,0.00253446600981988,"[0, 0, 1, 1]",5,512,0
8,7.5,9,0.0036176019930280745,"[0, 0, 1, 0]",5,512,0
16,10.0,18,0.004683847015257925,"[1, 0, 1, 0]",5,512,0
32,10.0,34,0.0060435140039771795,"[1, 0, 1, 0]",5,512,0
64,10.0,66,0.008347916009370238,"[1, 0, 1, 0]",5,512,0
128,10.0,130,0.012759016011841595,"[1, 0, 1, 0]",5,512,0
256,10.0,258,0.024103650997858495,"[1, 0, 1, 0]",5,512,0
512,10.0,514,0.058701336005469784,"[1, 0, 1, 0]",5,512,0
0,2.5,514,0.06059988201013766,"[1, 0, 0, 0]",5,512,1
1,10.0,516,0.062265437009045854,"[1, 0, 1, 0]",5,512,1
2,10.0,517,0.06374742701882496,"[1, 0, 1, 0]",5,512,1
4,10.0,519,0.06568226299714297,"[1, 0, 1, 0]",5,512,1
8,10.0,523,0.06803687999490649,"[1, 0, 1, 0]",5,512,1
16,10.0,531,0.07126174701261334,"[1, 0, 1, 0]",5,512,1
32,10.0,547,0.07544601801782846,"[1, 0, 1, 0]",5,512,1
64,10.0,579,0.08237048500450328,"[1, 0, 1, 0]",5,512,1
128,10.0,643,0.09600314000272192,"[1, 0, 1, 0]",5,512,1
256,10.0,771,0.12488597200717777,"[1, 0, 1, 0]",5,512,1
512,10.0,1016,0.19106603800901212,"[1, 0, 1, 0]",5,512,1
0,0.0,1016,0.19363295199582353,"[0, 1, 1, 0]",5,512,2
1,0.0,1017,0.19588919100351632,"[0, 1, 1, 0]",5,512,2
2,7.5,1019,0.19819411600474268,"[0, 0, 1, 0]",5,512,2
4,7.5,1021,0.2007975619926583,"[0, 0, 1, 0]",5,512,2
8,7.5,1025,0.20434806399862282,"[0, 0, 1, 0]",5,512,2
16,10.0,1034,0.2092731470183935,"[1, 0, 1, 0]",5,512,2
32,10.0,1050,0.21607148699695244,"[1, 0, 1, 0]",5,512,2
64,10.0,1082,0.22779541299678385,"[1, 0, 1, 0]",5,512,2
128,10.0,1146,0.24980988301103935,"[1, 0, 1, 0]",5,512,2
256,10.0,1274,0.295619637996424,"[1, 0, 1, 0]",5,512,2
512,10.0,1527,0.3969702890026383,"[1, 0, 1, 0]",5,512,2
0,10.0,1527,0.4005530659924261,"[1, 0, 1, 0]",5,512,3
1,10.0,1528,0.4048119350045454,"[1, 0, 1, 0]",5,512,3
2,10.0,1529,0.4082150229951367,"[1, 0, 1, 0]",5,512,3
4,10.0,1531,0.4117496639955789,"[1, 0, 1, 0]",5,512,3
8,10.0,1535,0.41729038301855326,"[1, 0, 1, 0]",5,512,3
16,10.0,1543,0.4243152179988101,"[1, 0, 1, 0]",5,512,3
32,10.0,1559,0.43398042500484735,"[1, 0, 1, 0]",5,512,3
