Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,7.5,0,0.00011024699779227376,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999988919812592,1,512
1,7.5,1,0.0010662009881343693,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999892843793946,1,512
2,7.5,2,0.0019882140040863305,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999800179811535,1,512
4,7.5,4,0.0029654160025529563,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999701970173467,1,512
8,7.5,8,0.004058635997353122,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999592101770469,1,512
16,7.5,16,0.005476505990372971,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999449607902059,1,512
32,7.5,32,0.007110650010872632,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999285381327749,1,512
64,7.5,64,0.009613467002054676,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9999033860953367,1,512
128,7.5,128,0.014570897998055443,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9998535683036001,1,512
256,7.5,256,0.02708132500993088,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9997278606249317,1,512
512,7.5,500,0.06194358199718408,"[1, 1, 0, 0]",geometric,1,0.99,0.001,0.9993776399433703,1,512
0,7.5,0,7.769698277115822e-05,"[1, 1, 0, 0]",geometric,10,0.99,0.001,9.999992191195332,10,512
1,0.0,2,0.0014029899903107435,"[1, 1, 0, 1]",geometric,10,0.99,0.001,9.9998589957881,10,512
2,0.0,4,0.0027206749946344644,"[1, 0, 0, 1]",geometric,10,0.99,0.001,9.999726566763913,10,512
4,0.0,8,0.004087249981239438,"[0, 1, 0, 1]",geometric,10,0.99,0.001,9.999589226086705,10,512
8,10.0,13,0.005528373993001878,"[0, 0, 0, 1]",geometric,10,0.99,0.001,9.999444395281868,10,512
16,7.5,26,0.007169193995650858,"[1, 1, 0, 0]",geometric,10,0.99,0.001,9.99927949788286,10,512
32,7.5,55,0.009648513980209827,"[0, 0, 1, 0]",geometric,10,0.99,0.001,9.999030338955283,10,512
64,10.0,101,0.012947398994583637,"[0, 0, 0, 1]",geometric,10,0.99,0.001,9.998698827576579,10,512
128,0.0,197,0.018624955002451316,"[1, 1, 1, 0]",geometric,10,0.99,0.001,9.998128304653722,10,512
256,10.0,345,0.03174738699453883,"[0, 0, 0, 1]",geometric,10,0.99,0.001,9.996809789962596,10,512
512,10.0,601,0.06785493099596351,"[0, 0, 0, 1]",geometric,10,0.99,0.001,9.993182676393479,10,512
0,7.5,0,7.732299854978919e-05,"[1, 1, 0, 0]",geometric,50,0.99,0.001,49.999961143909864,50,512
1,0.0,2,0.0018642460054252297,"[1, 1, 0, 1]",geometric,50,0.99,0.001,49.99906319385276,50,512
2,0.0,4,0.0036641899787355214,"[1, 0, 0, 1]",geometric,50,0.99,0.001,49.9981587169082,50,512
4,0.0,8,0.005946923978626728,"[0, 1, 0, 1]",geometric,50,0.99,0.001,49.99701166014129,50,512
8,0.0,16,0.008112929004710168,"[1, 1, 1, 1]",geometric,50,0.99,0.001,49.99592328314259,50,512
16,10.0,31,0.010350358003051952,"[0, 0, 0, 1]",geometric,50,0.99,0.001,49.99479904181169,50,512
32,0.0,60,0.013047579996054992,"[1, 0, 0, 1]",geometric,50,0.99,0.001,49.99344380182313,50,512
64,0.0,121,0.01668055698974058,"[1, 0, 1, 1]",geometric,50,0.99,0.001,49.99161844258504,50,512
128,0.0,242,0.023426429979735985,"[0, 0, 1, 1]",geometric,50,0.99,0.001,49.98822921127491,50,512
